employee_id,employee_name,email,department,designation,location,gender,age,marital_status,education,joining_date,experience_years,total_experience,previous_company,salary_lpa,bonus_lpa,performance_rating,last_appraisal_percent,satisfaction_score,attrition_status,attrition_reason,projects_handled,overtime_hours_monthly,work_from_home_days,leaves_taken,exact_salary,monthly_salary,attrtion_status
4049,Amit Bose,soma.verma1088@srijanrealty.com,Sales,Junior Accountant,New Town,Male,42,Married,B.Arch,2023-06-06 00:00:00,7,10,DLF,12.0,1.1,4.6,12,3.3,Active,Better Opportunity,16.0,40.0,1.0,22.0,1200000,100000,Active
4050,Ishita Paul,vikash.mondal1105@srijanrealty.com,Finance,Junior Accountant,Kolkata,Male,27,Single,M.Com,2018-05-09 00:00:00,5,8,Unimark,19.5,0.6,4.7,14,4.1,Active,Personal,16.0,8.0,2.0,23.0,1950000,162500,Active
4051,Ananya Das,rupam.jain1050@srijanrealty.com,Marketing,Software Developer,Behala,Male,44,Single,B.Arch,2021-10-07 00:00:00,4,3,DLF,5.0,1.05,4.1,12,4.0,Active,Work Pressure,16.0,14.0,0.0,20.0,500000,41666,Active
4052,Deepak Banerjee,rahul.kumar1003@srijanrealty.com,Marketing,Operations Head,Behala,Female,27,Married,MBA,2022-11-27 00:00:00,5,2,Unimark,4.0,0.95,4.2,11,3.0,Left,Low Salary,16.0,12.0,12.0,15.0,400000,33333,Left
4053,Sanjay Mukherjee,deepa.khan1116@srijanrealty.com,Legal,Civil Engineer,Rajarhat,Female,35,Married,LLB,2021-01-07 00:00:00,7,12,Infosys,13.5,0.4,4.2,12,3.7,Active,Relocation,16.0,34.0,7.0,8.0,1350000,112500,Active
4054,Rahul Roy,sweta.chakraborty1032@srijanrealty.com,HR,Project Manager,Jadavpur,Female,36,Married,MBA,2016-06-25 00:00:00,3,5,Godrej Properties,8.0,1.8,4.3,14,3.7,Active,Work Pressure,16.0,7.0,5.0,17.0,800000,66666,Active
4055,Aarav Dutta,sweta.ghosh1082@srijanrealty.com,Finance,Legal Advisor,Lake Town,Male,44,Single,B.Arch,2023-08-03 00:00:00,2,10,Brigade Group,10.5,2.3,4.8,11,3.9,Left,Personal,16.0,30.0,10.0,16.0,1050000,87500,Left
4056,Pooja Paul,neha.yadav1008@srijanrealty.com,Operations,Project Manager,Rajarhat,Male,22,Married,M.Com,2017-11-22 00:00:00,5,7,PS Group,12.0,0.7,4.0,11,2.8,Active,Relocation,16.0,27.0,2.0,10.0,1200000,100000,Active
4057,Ananya Chatterjee,rohan.malhotra1009@srijanrealty.com,Construction,Legal Advisor,Rajarhat,Male,38,Single,BCA,2023-11-29 00:00:00,6,10,Brigade Group,14.0,0.35,3.4,14,2.8,Active,Better Opportunity,16.0,34.0,4.0,11.0,1400000,116666,Active
4058,Sumit Ghosh,sunita.malhotra1126@srijanrealty.com,Legal,Legal Advisor,Behala,Female,29,Single,B.Tech,2017-04-30 00:00:00,3,10,Wipro,12.5,0.4,4.1,11,2.8,Active,Work Pressure,16.0,32.0,12.0,8.0,1250000,104166,Active
4059,Vikram Chatterjee,joy.de1095@srijanrealty.com,Legal,HR Head,New Town,Male,25,Single,B.Tech,2018-10-05 00:00:00,7,6,Infosys,22.0,1.55,4.1,14,3.1,Active,Better Opportunity,16.0,5.0,4.0,22.0,2200000,183333,Active
4060,Kavya Das,amit.sharma1001@srijanrealty.com,Construction,HR Executive,Kolkata,Male,36,Single,Diploma Civil,2021-09-19 00:00:00,5,5,Ambuja Neotia,2.5,1.5,4.3,12,2.6,Active,Personal,16.0,28.0,6.0,14.0,250000,20833,Active
4061,Tanvi Kumar,sanjay.sarkar1015@srijanrealty.com,Finance,Sales Manager,New Town,Male,44,Married,Diploma Civil,2016-06-04 00:00:00,8,9,Siddha Group,10.0,2.3,3.6,12,4.2,Active,Relocation,16.0,33.0,2.0,5.0,1000000,83333,Active
4062,Ananya Bose,anil.bose1069@srijanrealty.com,Operations,Marketing Intern,New Town,Female,39,Single,MBA,2019-01-17 00:00:00,9,3,Brigade Group,7.5,2.2,3.7,14,2.8,Active,Low Salary,16.0,12.0,5.0,8.0,750000,62500,Active
4063,Sneha Singh,moumita.majumdar1096@srijanrealty.com,HR,Operations Head,Rajarhat,Female,48,Married,B.Com,2023-03-11 00:00:00,8,8,L&T,9.5,0.75,4.4,11,2.8,Active,Relocation,16.0,40.0,7.0,14.0,950000,79166,Active
4064,Vikram Das,pooja.singh1060@srijanrealty.com,Operations,Team Lead,Howrah,Female,28,Single,MCA,2023-04-23 00:00:00,2,3,L&T,17.0,1.95,3.9,13,4.9,Active,Low Salary,16.0,8.0,7.0,16.0,1700000,141666,Active
4065,Akash Gupta,subham.patel1123@srijanrealty.com,Sales,Operations Head,Dumdum,Female,35,Single,MBA,2020-04-29 00:00:00,8,7,L&T,9.5,1.45,4.4,12,4.8,Active,Relocation,16.0,32.0,15.0,19.0,950000,79166,Active
4066,Sneha Sarkar,poulami.mukherjee1092@srijanrealty.com,Construction,IT Support,New Town,Male,36,Single,B.Tech,2022-05-29 00:00:00,1,9,PS Group,13.5,0.9,3.6,14,3.3,Active,Relocation,16.0,20.0,4.0,20.0,1350000,112500,Active
4067,Aarav Mukherjee,payel.yadav1086@srijanrealty.com,Sales,Operations Head,Howrah,Female,31,Single,BCA,2022-05-02 00:00:00,3,7,TCS,9.0,1.8,3.5,13,3.1,Active,Better Opportunity,16.0,29.0,5.0,20.0,900000,75000,Active
4068,Ishita Verma,soumik.das1041@srijanrealty.com,Operations,HR Head,Ballygunge,Female,46,Single,M.Com,2023-11-10 00:00:00,2,10,Wipro,2.5,1.0,4.5,11,4.4,Active,Career Growth,16.0,35.0,6.0,17.0,250000,20833,Active
4069,Riya Mukherjee,moumita.majumdar1096@srijanrealty.com,Finance,Operations Head,Joka,Male,26,Single,LLB,2019-06-14 00:00:00,6,7,Brigade Group,10.0,0.8,4.3,13,4.1,Left,Relocation,16.0,18.0,5.0,18.0,1000000,83333,Left
4070,Sourav Singh,subham.patel1123@srijanrealty.com,Legal,Legal Advisor,Lake Town,Female,30,Single,LLB,2018-05-21 00:00:00,6,1,Siddha Group,10.5,0.75,3.5,14,3.1,Active,Personal,16.0,21.0,15.0,22.0,1050000,87500,Active
4071,Aarav Roy,sourav.tiwari1007@srijanrealty.com,Legal,Sales Manager,Jadavpur,Male,29,Married,M.Tech,2023-01-01 00:00:00,8,7,Prestige Group,18.5,1.05,4.9,13,3.5,Left,Work Pressure,16.0,26.0,14.0,18.0,1850000,154166,Left
4072,Sourav Mukherjee,rahul.agarwal1103@srijanrealty.com,Legal,Senior Sales Executive,Digha,Male,26,Single,B.Arch,2019-10-16 00:00:00,3,6,Ambuja Neotia,19.0,1.3,3.2,13,3.9,Active,Relocation,16.0,7.0,7.0,9.0,1900000,158333,Active
4073,Rohit Chatterjee,tanvi.tiwari1124@srijanrealty.com,Sales,Accountant,Howrah,Male,47,Married,M.Com,2020-10-12 00:00:00,5,3,Merlin Group,18.0,1.45,3.7,14,2.7,Active,Work Pressure,16.0,21.0,10.0,13.0,1800000,150000,Active
4074,Pooja Bose,arjun.roy1061@srijanrealty.com,Legal,Sales Manager,Howrah,Female,37,Married,B.Tech,2021-04-07 00:00:00,9,9,Ambuja Neotia,7.5,0.45,4.9,13,4.0,Active,Relocation,16.0,13.0,2.0,11.0,750000,62500,Active
4075,Sanjay Das,neha.bose1108@srijanrealty.com,Operations,Finance Manager,Lake Town,Male,39,Single,MCA,2022-05-24 00:00:00,6,10,Infosys,6.5,0.75,4.5,14,2.8,Active,Personal,16.0,9.0,14.0,4.0,650000,54166,Active
4076,Aarav Roy,amit.srivastava1051@srijanrealty.com,HR,Marketing Manager,Howrah,Male,23,Single,MBA,2023-10-12 00:00:00,9,7,Ambuja Neotia,4.0,1.0,3.8,11,2.6,Active,Work Pressure,16.0,26.0,5.0,7.0,400000,33333,Active
4077,Manish Chatterjee,riya.choudhury1028@srijanrealty.com,Construction,Civil Engineer,Behala,Female,25,Single,M.Tech,2018-12-11 00:00:00,6,8,L&T,11.0,0.6,4.3,13,4.4,Active,Career Growth,16.0,8.0,3.0,23.0,1100000,91666,Active
4078,Neha Bose,sanjay.chatterjee1115@srijanrealty.com,IT,Accountant,New Town,Female,49,Married,B.Tech,2018-10-01 00:00:00,6,6,Siddha Group,3.5,1.05,4.2,12,3.1,Active,Low Salary,16.0,37.0,13.0,12.0,350000,29166,Active
4079,Amit Roy,sraboni.banerjee1044@srijanrealty.com,Finance,Sales Intern,Joka,Male,36,Single,BBA,2023-01-08 00:00:00,2,4,L&T,2.5,1.3,4.1,14,2.8,Active,Better Opportunity,16.0,22.0,15.0,10.0,250000,20833,Active
4080,Akash Gupta,anjali.choudhury1106@srijanrealty.com,Construction,Finance Manager,Jadavpur,Male,40,Single,BBA,2018-08-10 00:00:00,6,11,Unimark,10.5,1.95,3.9,11,2.5,Active,Work Pressure,16.0,22.0,3.0,22.0,1050000,87500,Active
4081,Aarav Kumar,joy.patel1045@srijanrealty.com,Finance,Project Manager,Kolkata,Male,39,Single,M.Tech,2021-03-09 00:00:00,4,4,Brigade Group,13.5,1.05,4.1,13,2.8,Active,Relocation,16.0,39.0,8.0,21.0,1350000,112500,Active
4082,Manish Das,anjali.de1056@srijanrealty.com,Legal,Operations Head,Rajarhat,Female,47,Single,BBA,2021-01-01 00:00:00,2,7,Infosys,22.0,1.75,3.5,12,4.0,Active,Low Salary,16.0,34.0,4.0,21.0,2200000,183333,Active
4083,Sourav Gupta,moumita.majumdar1096@srijanrealty.com,Finance,Finance Analyst,New Town,Male,44,Married,M.Com,2019-07-02 00:00:00,8,9,Ambuja Neotia,5.0,0.25,3.9,11,3.5,Active,Better Opportunity,16.0,9.0,1.0,13.0,500000,41666,Active
4084,Vikram Dutta,ananya.malhotra1048@srijanrealty.com,Marketing,Sales Intern,Rajarhat,Female,43,Single,B.Arch,2021-04-23 00:00:00,1,10,Prestige Group,6.5,2.3,4.7,12,3.2,Active,Low Salary,16.0,14.0,2.0,21.0,650000,54166,Active
4085,Arjun Sen,ritu.adhikari1114@srijanrealty.com,Construction,CFO,Joka,Female,25,Single,MCA,2021-10-01 00:00:00,5,7,Wipro,8.0,1.4,4.6,11,3.8,Active,Relocation,16.0,41.0,10.0,22.0,800000,66666,Active
4086,Kavya Das,anjali.patel1006@srijanrealty.com,HR,Civil Engineer,Howrah,Male,44,Married,BBA,2017-07-04 00:00:00,1,2,Brigade Group,5.0,0.65,4.5,12,3.5,Active,Personal,16.0,41.0,5.0,14.0,500000,41666,Active
4087,Manish Banerjee,priya.das1002@srijanrealty.com,Operations,Operations Head,New Town,Male,23,Single,Diploma Civil,2017-06-28 00:00:00,7,9,Ambuja Neotia,17.0,1.05,3.9,13,2.9,Active,Work Pressure,16.0,8.0,10.0,19.0,1700000,141666,Active
4088,Kavya Sarkar,kavita.srivastava1012@srijanrealty.com,Customer Service,Senior Support,Asansol,Male,40,Single,B.Tech,2019-08-17 00:00:00,5,5,Siddha Group,10.0,1.2,3.5,13,4.6,Active,Relocation,16.0,18.0,12.0,20.0,1000000,83333,Active
4089,Priya Verma,payel.adhikari1036@srijanrealty.com,Finance,Junior Accountant,Asansol,Male,49,Single,BCA,2022-11-14 00:00:00,8,9,PS Group,4.0,0.7,3.2,11,2.8,Left,Personal,16.0,11.0,11.0,11.0,400000,33333,Left
4090,Sanjay Banerjee,neha.yadav1008@srijanrealty.com,Operations,HR Head,Dumdum,Male,33,Single,MBA,2019-01-05 00:00:00,2,8,Merlin Group,6.5,1.45,3.6,11,4.8,Active,Career Growth,16.0,29.0,2.0,23.0,650000,54166,Active
4091,Sumit Sen,sneha.sarkar1054@srijanrealty.com,IT,Software Developer,Behala,Male,23,Single,BBA,2019-09-27 00:00:00,2,7,Ambuja Neotia,4.5,0.35,3.6,13,4.1,Left,Personal,16.0,9.0,2.0,6.0,450000,37500,Left
4092,Neha Gupta,sneha.ghosh1004@srijanrealty.com,Marketing,Civil Engineer,Howrah,Male,26,Single,M.Com,2019-05-12 00:00:00,4,3,TCS,4.0,0.75,4.9,11,2.8,Active,Personal,16.0,8.0,10.0,14.0,400000,33333,Active
4093,Nikhil Verma,anjali.choudhury1106@srijanrealty.com,Sales,Data Analyst,Joka,Female,36,Married,BCA,2022-04-21 00:00:00,3,9,TCS,15.0,2.3,4.1,12,4.3,Left,Relocation,16.0,34.0,9.0,7.0,1500000,125000,Left
4094,Aditya Ghosh,meena.roy1022@srijanrealty.com,Legal,IT Manager,Ballygunge,Male,39,Single,LLB,2017-02-13 00:00:00,5,11,Merlin Group,22.0,1.8,4.1,12,3.1,Active,Better Opportunity,16.0,8.0,8.0,14.0,2200000,183333,Active
4095,Amit Bose,indranil.biswas1137@srijanrealty.com,HR,Senior Sales Executive,Howrah,Male,30,Married,B.Arch,2020-10-26 00:00:00,6,10,PS Group,12.0,1.1,3.6,13,4.3,Active,Personal,16.0,41.0,6.0,22.0,1200000,100000,Active
4096,Kavya Singh,ishita.kumar1120@srijanrealty.com,Finance,Operations Head,New Town,Female,32,Single,B.Tech,2021-03-04 00:00:00,3,6,DLF,14.5,0.95,4.2,13,3.2,Active,Personal,16.0,41.0,13.0,18.0,1450000,120833,Active
4097,Amit Singh,ananya.biswas1098@srijanrealty.com,Construction,Support Executive,Asansol,Male,44,Single,MCA,2017-08-21 00:00:00,6,4,DLF,13.0,1.7,3.2,12,3.9,Active,Relocation,16.0,10.0,12.0,16.0,1300000,108333,Active
4098,Sourav Verma,kavita.mitra1112@srijanrealty.com,Finance,CFO,Howrah,Female,32,Single,M.Com,2017-06-30 00:00:00,4,6,Unimark,15.0,1.0,3.3,12,2.9,Active,Personal,16.0,35.0,4.0,7.0,1500000,125000,Active
4099,Ananya Sharma,rohan.patil1109@srijanrealty.com,Construction,Civil Engineer,Howrah,Female,24,Single,BBA,2021-08-21 00:00:00,7,11,TCS,6.5,0.4,4.7,14,4.5,Active,Relocation,16.0,36.0,0.0,22.0,650000,54166,Active
4100,Sanjay Sen,anil.das1119@srijanrealty.com,Customer Service,HR Executive,Ballygunge,Female,32,Single,BBA,2016-03-15 00:00:00,3,4,Prestige Group,6.0,1.1,4.4,11,3.6,Active,Relocation,16.0,44.0,13.0,21.0,600000,50000,Active
4101,Karan Sarkar,riya.saha1078@srijanrealty.com,Sales,Civil Engineer,Kolkata,Male,41,Single,MCA,2017-09-18 00:00:00,2,3,Brigade Group,6.0,1.0,3.5,13,4.9,Left,Better Opportunity,16.0,31.0,1.0,22.0,600000,50000,Left
4102,Tanvi Sarkar,soma.verma1088@srijanrealty.com,IT,IT Support,Dumdum,Female,26,Single,MCA,2019-12-16 00:00:00,7,6,PS Group,2.5,0.4,4.3,14,3.0,Active,Better Opportunity,16.0,19.0,13.0,21.0,250000,20833,Active
4103,Vikram Sarkar,deepa.mondal1066@srijanrealty.com,HR,Brand Manager,Ballygunge,Male,37,Single,M.Com,2016-01-10 00:00:00,7,8,Unimark,7.0,0.8,4.3,11,4.6,Active,Personal,16.0,30.0,13.0,19.0,700000,58333,Active
4104,Riya Sen,soma.verma1088@srijanrealty.com,Legal,Sales Manager,Rajarhat,Male,25,Single,BCA,2016-04-22 00:00:00,3,7,Infosys,9.0,1.8,3.6,14,4.0,Active,Better Opportunity,16.0,24.0,6.0,9.0,900000,75000,Active
4105,Priya Mukherjee,sneha.sarkar1054@srijanrealty.com,IT,Sales Intern,Digha,Male,39,Single,Diploma Civil,2021-01-11 00:00:00,9,3,Godrej Properties,2.5,1.5,3.3,14,2.9,Active,Better Opportunity,16.0,27.0,6.0,8.0,250000,20833,Active
4106,Sourav Chatterjee,shreya.majumdar1018@srijanrealty.com,Legal,Sales Executive,Rajarhat,Male,43,Married,M.Com,2021-04-25 00:00:00,2,12,Ambuja Neotia,12.5,1.05,4.0,12,4.3,Active,Better Opportunity,16.0,21.0,8.0,6.0,1250000,104166,Active
4107,Rahul Banerjee,abhishek.mukherjee1131@srijanrealty.com,Finance,Recruiter,Kolkata,Female,22,Single,M.Com,2023-08-14 00:00:00,7,9,Brigade Group,10.5,2.2,3.5,13,2.7,Active,Low Salary,16.0,32.0,12.0,17.0,1050000,87500,Active
4108,Sourav Paul,ananya.biswas1098@srijanrealty.com,HR,Operations Head,Asansol,Female,26,Single,LLB,2020-09-28 00:00:00,3,6,L&T,11.0,0.7,4.5,14,2.8,Active,Relocation,16.0,18.0,10.0,11.0,1100000,91666,Active
4109,Aditya Roy,sudipta.singh1099@srijanrealty.com,HR,Data Analyst,Behala,Male,26,Single,B.Tech,2016-11-28 00:00:00,3,6,TCS,6.5,1.8,4.1,14,4.7,Active,Relocation,16.0,18.0,12.0,19.0,650000,54166,Active
4110,Ananya Verma,tania.sharma1040@srijanrealty.com,Sales,Project Manager,Howrah,Female,36,Single,MBA,2020-07-10 00:00:00,7,7,Ambuja Neotia,10.0,0.85,4.8,13,4.9,Left,Personal,16.0,16.0,15.0,6.0,1000000,83333,Left
4111,Arjun Sarkar,neha.bose1108@srijanrealty.com,Legal,Civil Engineer,Rajarhat,Female,25,Single,M.Tech,2016-03-13 00:00:00,5,13,Brigade Group,13.0,1.5,4.6,13,2.6,Active,Low Salary,16.0,35.0,7.0,13.0,1300000,108333,Active
4112,Nikhil Das,subham.mitra1073@srijanrealty.com,Customer Service,Legal Advisor,New Town,Female,47,Single,LLB,2016-10-04 00:00:00,9,4,Siddha Group,2.5,1.5,3.8,11,4.0,Active,Personal,16.0,18.0,15.0,5.0,250000,20833,Active
4113,Vikram Verma,arjun.jain1011@srijanrealty.com,IT,Data Analyst,Kolkata,Male,30,Married,M.Com,2017-09-23 00:00:00,4,10,L&T,7.5,1.05,4.7,14,3.5,Active,Work Pressure,16.0,12.0,11.0,4.0,750000,62500,Active
4114,Sourav Mukherjee,monalisa.de1134@srijanrealty.com,IT,Marketing Intern,Ballygunge,Female,26,Single,B.Tech,2016-12-27 00:00:00,5,8,Unimark,6.5,1.1,3.7,11,4.5,Active,Relocation,16.0,37.0,2.0,5.0,650000,54166,Active
4115,Rahul Ghosh,bikram.roy1139@srijanrealty.com,Operations,Finance Analyst,New Town,Male,34,Single,BCA,2023-10-10 00:00:00,5,9,Brigade Group,7.0,1.75,4.8,11,4.6,Active,Work Pressure,16.0,24.0,15.0,20.0,700000,58333,Active
4116,Ishita Ghosh,meena.banerjee1122@srijanrealty.com,Construction,Sales Executive,Kolkata,Male,29,Single,MBA,2021-04-23 00:00:00,9,8,Godrej Properties,6.5,1.0,3.6,11,4.0,Active,Work Pressure,16.0,12.0,10.0,10.0,650000,54166,Active
4117,Nikhil Bose,karan.choudhury1067@srijanrealty.com,IT,Legal Advisor,Digha,Female,25,Single,M.Tech,2020-09-02 00:00:00,5,11,Prestige Group,11.0,1.1,3.8,14,4.2,Active,Better Opportunity,16.0,25.0,0.0,22.0,1100000,91666,Active
4118,Sneha Paul,debashis.kumari1033@srijanrealty.com,Legal,Support Executive,Rajarhat,Female,33,Married,B.Tech,2016-04-03 00:00:00,6,5,Siddha Group,7.5,1.45,4.9,13,3.7,Left,Relocation,16.0,38.0,0.0,9.0,750000,62500,Left
4119,Sanjay Dutta,priya.das1002@srijanrealty.com,Construction,Sales Manager,Kolkata,Male,45,Single,MBA,2017-02-10 00:00:00,5,7,TCS,14.5,1.05,4.1,11,2.7,Active,Relocation,16.0,28.0,2.0,10.0,1450000,120833,Active
4120,Riya Roy,sneha.sen1104@srijanrealty.com,Legal,HR Head,Joka,Female,45,Single,B.Arch,2016-12-03 00:00:00,5,10,DLF,10.5,0.75,3.6,13,3.1,Active,Better Opportunity,16.0,16.0,1.0,21.0,1050000,87500,Active
4121,Akash Kumar,aakash.yadav1125@srijanrealty.com,Legal,Legal Advisor,Joka,Male,29,Married,MCA,2020-12-20 00:00:00,7,11,Merlin Group,12.0,0.75,4.5,13,2.9,Active,Personal,16.0,11.0,12.0,13.0,1200000,100000,Active
4122,Sumit Kumar,sanjay.sarkar1015@srijanrealty.com,Marketing,BI Developer,Dumdum,Male,33,Single,B.Tech,2022-02-04 00:00:00,7,6,Ambuja Neotia,16.5,1.1,3.3,14,2.7,Active,Low Salary,16.0,36.0,6.0,19.0,1650000,137500,Active
4123,Sanjay Banerjee,moumita.majumdar1096@srijanrealty.com,Legal,Marketing Manager,Lake Town,Female,37,Single,B.Tech,2020-11-15 00:00:00,2,9,PS Group,16.5,1.45,3.4,11,3.0,Active,Career Growth,16.0,21.0,2.0,18.0,1650000,137500,Active
4124,Sourav Singh,sneha.ghosh1004@srijanrealty.com,Customer Service,Legal Advisor,Lake Town,Male,27,Married,B.Com,2017-05-01 00:00:00,6,7,Siddha Group,6.5,1.55,3.7,13,3.1,Active,Work Pressure,16.0,20.0,9.0,6.0,650000,54166,Active
4125,Aarav Sarkar,rohan.patil1109@srijanrealty.com,Legal,Team Lead,Lake Town,Male,44,Single,M.Tech,2018-02-01 00:00:00,6,5,Siddha Group,7.5,1.3,3.4,13,4.5,Active,Work Pressure,16.0,26.0,8.0,5.0,750000,62500,Active
4126,Sneha Roy,sneha.ghosh1004@srijanrealty.com,Finance,Civil Engineer,Asansol,Female,44,Single,B.Com,2019-12-16 00:00:00,8,6,L&T,4.0,0.3,3.2,11,3.5,Active,Personal,16.0,28.0,9.0,20.0,400000,33333,Active
4127,Manish Sen,indranil.biswas1137@srijanrealty.com,Customer Service,Marketing Manager,Dumdum,Female,46,Single,B.Arch,2019-07-10 00:00:00,4,9,DLF,11.0,2.2,3.7,13,4.5,Active,Better Opportunity,16.0,22.0,9.0,23.0,1100000,91666,Active
4128,Ananya Verma,tanvi.gupta1024@srijanrealty.com,HR,Content Strategist,Asansol,Male,27,Married,BBA,2016-10-14 00:00:00,6,4,PS Group,16.0,0.8,4.5,14,3.2,Active,Relocation,16.0,16.0,3.0,22.0,1600000,133333,Active
4129,Amit Sharma,sourav.majumdar1057@srijanrealty.com,Customer Service,Finance Manager,Behala,Male,32,Married,B.Tech,2019-06-07 00:00:00,9,9,Brigade Group,10.5,0.25,3.9,13,3.5,Active,Career Growth,16.0,42.0,5.0,20.0,1050000,87500,Active
4130,Nikhil Chatterjee,ananya.biswas1098@srijanrealty.com,Customer Service,BI Developer,New Town,Female,32,Married,BBA,2017-11-16 00:00:00,7,11,Godrej Properties,6.0,1.2,4.9,12,3.0,Left,Relocation,16.0,31.0,8.0,23.0,600000,50000,Left
4131,Riya Paul,anil.das1119@srijanrealty.com,Legal,Sales Executive,Kolkata,Female,34,Married,M.Com,2017-07-22 00:00:00,2,7,L&T,2.5,1.05,3.3,13,3.5,Active,Low Salary,16.0,22.0,5.0,11.0,250000,20833,Active
4132,Amit Chatterjee,amit.srivastava1051@srijanrealty.com,Operations,Senior Support,Kolkata,Female,33,Single,M.Tech,2023-01-07 00:00:00,6,7,PS Group,6.5,0.4,3.9,13,3.0,Active,Work Pressure,16.0,38.0,15.0,12.0,650000,54166,Active
4133,Neha Ghosh,soma.singh1138@srijanrealty.com,Marketing,Accountant,Asansol,Female,35,Single,M.Tech,2016-12-26 00:00:00,2,6,Brigade Group,11.0,0.6,3.4,14,4.8,Active,Personal,16.0,33.0,13.0,11.0,1100000,91666,Active
4134,Ananya Dutta,rahul.kumar1003@srijanrealty.com,Marketing,HR Head,Digha,Male,23,Married,B.Arch,2022-01-04 00:00:00,3,6,Wipro,16.0,1.1,4.9,12,4.9,Active,Better Opportunity,16.0,25.0,14.0,7.0,1600000,133333,Active
4135,Vikram Bose,deepa.mondal1066@srijanrealty.com,HR,Support Executive,Ballygunge,Female,23,Single,B.Arch,2016-05-31 00:00:00,7,6,DLF,14.5,0.65,3.3,11,4.0,Active,Low Salary,16.0,37.0,9.0,6.0,1450000,120833,Active
4136,Rohit Banerjee,bikram.roy1139@srijanrealty.com,HR,Project Manager,Joka,Female,30,Single,MCA,2017-07-03 00:00:00,1,11,Ambuja Neotia,14.5,0.25,3.5,14,4.3,Active,Career Growth,16.0,26.0,10.0,13.0,1450000,120833,Active
4137,Karan Gupta,bikram.saha1039@srijanrealty.com,Marketing,Senior Support,Rajarhat,Female,32,Single,M.Com,2023-01-23 00:00:00,5,8,Siddha Group,7.5,0.6,4.0,12,4.0,Active,Personal,16.0,15.0,9.0,20.0,750000,62500,Active
4138,Rohit Kumar,aakash.adhikari1075@srijanrealty.com,HR,HR Executive,Ballygunge,Male,32,Single,M.Com,2017-09-17 00:00:00,4,5,Infosys,11.0,1.0,3.5,12,3.8,Active,Better Opportunity,16.0,35.0,8.0,14.0,1100000,91666,Active
4139,Rahul Mukherjee,manish.gupta1063@srijanrealty.com,HR,Operations Head,Lake Town,Female,28,Single,B.Arch,2016-06-21 00:00:00,7,9,DLF,6.5,1.15,3.5,13,2.6,Active,Relocation,16.0,18.0,13.0,19.0,650000,54166,Active
4140,Riya Ghosh,anjali.de1056@srijanrealty.com,Operations,Marketing Manager,Ballygunge,Male,39,Married,BBA,2019-10-13 00:00:00,4,3,Unimark,16.0,1.1,3.8,14,3.4,Active,Low Salary,16.0,29.0,5.0,18.0,1600000,133333,Active
4141,Ananya Kumar,neha.bose1108@srijanrealty.com,IT,Regional Sales Head,Ballygunge,Male,49,Single,M.Com,2017-12-13 00:00:00,5,6,Merlin Group,12.0,0.4,4.8,12,2.9,Active,Better Opportunity,16.0,35.0,4.0,9.0,1200000,100000,Active
4142,Sumit Kumar,subham.mitra1073@srijanrealty.com,Sales,Content Strategist,Dumdum,Female,34,Single,BCA,2021-01-17 00:00:00,4,10,Godrej Properties,10.0,1.05,3.4,14,3.7,Active,Personal,16.0,31.0,7.0,18.0,1000000,83333,Active
4143,Rohit Sharma,rupam.roy1100@srijanrealty.com,Sales,Team Lead,Behala,Female,41,Married,M.Com,2020-06-06 00:00:00,6,6,Wipro,7.5,1.0,3.3,12,3.3,Active,Personal,16.0,14.0,8.0,8.0,750000,62500,Active
4144,Nikhil Paul,subham.mitra1073@srijanrealty.com,Customer Service,HR Executive,Joka,Female,40,Single,B.Tech,2020-08-24 00:00:00,6,3,L&T,2.5,0.6,4.5,12,2.6,Active,Relocation,16.0,23.0,1.0,20.0,250000,20833,Active
4145,Aditya Bose,tania.mehta1140@srijanrealty.com,HR,Legal Advisor,Kolkata,Male,35,Married,MCA,2016-04-27 00:00:00,5,10,DLF,11.0,0.75,4.6,13,3.1,Active,Relocation,16.0,42.0,5.0,17.0,1100000,91666,Active
4146,Nikhil Sharma,deepa.mondal1066@srijanrealty.com,Sales,Support Executive,Kolkata,Female,36,Married,Diploma Civil,2018-04-09 00:00:00,3,5,Siddha Group,10.0,0.8,3.7,11,4.0,Active,Career Growth,16.0,13.0,9.0,15.0,1000000,83333,Active
4147,Rahul Chatterjee,kavita.mitra1112@srijanrealty.com,Construction,Brand Manager,Joka,Female,40,Married,BBA,2016-04-24 00:00:00,8,11,DLF,11.0,1.95,4.3,13,3.0,Active,Work Pressure,16.0,10.0,9.0,15.0,1100000,91666,Active
4148,Pooja Singh,payel.yadav1086@srijanrealty.com,HR,Brand Manager,Behala,Male,26,Single,MBA,2023-07-22 00:00:00,5,8,Siddha Group,14.5,0.25,4.4,13,4.6,Active,Better Opportunity,16.0,25.0,10.0,22.0,1450000,120833,Active
4149,Vikram Dutta,manish.paul1113@srijanrealty.com,Construction,Accountant,Lake Town,Male,42,Married,BCA,2016-09-30 00:00:00,4,2,Brigade Group,4.0,1.45,4.0,11,3.9,Active,Work Pressure,16.0,31.0,10.0,4.0,400000,33333,Active
4150,Sanjay Verma,tanvi.tiwari1124@srijanrealty.com,Operations,Customer Success Manager,Joka,Female,28,Single,MBA,2022-08-31 00:00:00,9,7,Brigade Group,6.0,1.8,4.3,11,4.7,Active,Personal,16.0,28.0,4.0,7.0,600000,50000,Active
