Order_ID,Order_Date,Month,Year,Customer_ID,Customer_Name,Product,Category,Location,Region,Salesperson,Quantity,Unit_Price,Discount_Percent,Gross_Sales,Discounted_price,Total_sales,Payment_Mode,Lead_Source,Order_Status,Sales_Category,Lost_Scale
ORD101114,8/3/2025,Aug,2025,CUST14401,Sourav_Sen,Desk,Furniture,Jaipur,North,Neha_Singh,1,18800,10,18800,1880,16920,UPI,Email,Cancelled,Medium,Lost
ORD101115,2/21/2026,Feb,2026,CUST14618,Kunal_Mehta,Headphones,Electronics,Pune,West,Neha_Singh,1,14900,5,14900,745,14155,UPI,Email,Pending,Medium,Good_Sale
ORD101116,6/10/2026,Jun,2026,CUST15434,Sneha_Roy,T-Shirt,Fashion,Delhi,North,Rahul_Das,1,900,3,900,27,873,Cash,Instagram,Cancelled,Low,Lost
ORD101117,7/16/2025,Jul,2025,CUST14727,Sneha_Roy,Bookshelf,Furniture,Chennai,South,Amit_Roy,3,13100,3,39300,1179,38121,Net_Banking,Google_Ads,Returned,Medium,Lost
ORD101118,5/17/2026,May,2026,CUST13325,Sneha_Roy,Jacket,Fashion,Jaipur,North,Riya_Sen,2,4500,3,9000,270,8730,Debit_Card,Instagram,Completed,Low,Good_Sale
ORD101119,10/5/2024,Oct,2024,CUST16187,Rahul_Sharma,Microwave,Appliances,Pune,West,Arjun_Mehta,2,14300,3,28600,858,27742,UPI,Email,Returned,Medium,Lost
ORD101120,3/6/2025,Mar,2025,CUST15823,Priya_Das,T-Shirt,Fashion,Mumbai,West,Amit_Roy,1,2700,12,2700,324,2376,UPI,Google_Ads,Completed,Low,Good_Sale
ORD101121,12/24/2025,Dec,2025,CUST15599,Neha_Das,Laptop,Electronics,Delhi,North,Vikram_Patel,2,93700,7,187400,13118,174282,Bank_Transfer,Google_Ads,Completed,Medium,Good_Sale
ORD101122,10/14/2024,Oct,2024,CUST14537,Arjun_Singh,Smartphone,Electronics,Hyderabad,South,Amit_Roy,1,72300,5,72300,3615,68685,Cash,Email,Cancelled,Medium,Lost
ORD101123,12/18/2024,Dec,2024,CUST11861,Amit_Kumar,Desk,Furniture,Hyderabad,South,Priya_Sharma,2,22100,12,44200,5304,38896,Cash,Website,Returned,Medium,Lost
ORD101124,8/2/2026,Aug,2026,CUST12591,Arjun_Singh,Office_Chair,Furniture,Bengaluru,South,Rahul_Das,1,19200,12,19200,2304,16896,Bank_Transfer,Store_Visit,Completed,Medium,Good_Sale
ORD101125,1/17/2026,Jan,2026,CUST11083,Sourav_Sen,Coffee_Maker,Home_&_Kitchen,Delhi,North,Karan_Bose,5,3000,20,15000,3000,12000,Bank_Transfer,Instagram,Completed,Medium,Good_Sale
ORD101126,3/7/2024,Mar,2024,CUST13126,Arjun_Singh,Coffee_Maker,Home_&_Kitchen,Delhi,North,Neha_Singh,3,4800,3,14400,432,13968,Debit_Card,Google_Ads,Completed,Medium,Good_Sale
ORD101127,4/24/2024,Apr,2024,CUST17679,Arjun_Singh,Mixer_Grinder,Home_&_Kitchen,Chennai,South,Priya_Sharma,1,7600,3,7600,228,7372,Debit_Card,Marketplace,Cancelled,Low,Lost
ORD101128,3/7/2026,Mar,2026,CUST15650,Rahul_Sharma,Washing_Machine,Appliances,Bhubaneswar,East,Arjun_Mehta,5,50800,0,254000,0,254000,Bank_Transfer,Referral,Pending,High,Good_Sale
ORD101129,5/12/2026,May,2026,CUST16030,Amit_Kumar,Jacket,Fashion,Chennai,South,Priya_Sharma,3,2300,2,6900,138,6762,Net_Banking,Phone_Call,Completed,Low,Good_Sale
ORD101130,9/1/2025,Sep,2025,CUST10424,Rahul_Sharma,Washing_Machine,Appliances,Hyderabad,South,Rahul_Das,1,36200,10,36200,3620,32580,Bank_Transfer,Referral,Completed,Medium,Good_Sale
ORD101131,5/23/2024,May,2024,CUST15506,Sneha_Roy,Running_Shoes,Fashion,Bhubaneswar,East,Amit_Roy,2,10300,15,20600,3090,17510,UPI,Referral,Cancelled,Medium,Lost
ORD101132,7/25/2026,Jul,2026,CUST11886,Priya_Das,Refrigerator,Appliances,Pune,West,Rahul_Das,1,80100,10,80100,8010,72090,Credit_Card,Store_Visit,Completed,Medium,Good_Sale
ORD101133,6/21/2026,Jun,2026,CUST11287,Priya_Das,Air_Conditioner,Appliances,Ahmedabad,West,Amit_Roy,1,75400,20,75400,15080,60320,UPI,Google_Ads,Completed,Medium,Good_Sale
ORD101134,7/30/2026,Jul,2026,CUST13755,Sourav_Sen,Air_Conditioner,Appliances,Chennai,South,Neha_Singh,2,48500,10,97000,9700,87300,UPI,Google_Ads,Pending,Medium,Good_Sale
ORD101135,11/11/2024,Nov,2024,CUST17234,Ananya_Roy,Washing_Machine,Appliances,Ahmedabad,West,Riya_Sen,4,39500,15,158000,23700,134300,Bank_Transfer,Instagram,Pending,Medium,Good_Sale
ORD101136,1/29/2025,Jan,2025,CUST11503,Amit_Kumar,Smartphone,Electronics,Chennai,South,Sneha_Gupta,1,12000,3,12000,360,11640,Bank_Transfer,Marketplace,Completed,Medium,Good_Sale
ORD101137,7/11/2025,Jul,2025,CUST10190,Neha_Das,Microwave,Appliances,Pune,West,Karan_Bose,2,22600,3,45200,1356,43844,Bank_Transfer,Marketplace,Returned,Medium,Lost
ORD101138,9/28/2025,Sep,2025,CUST15059,Ananya_Roy,Dining_Table,Furniture,Pune,West,Karan_Bose,5,20800,15,104000,15600,88400,Bank_Transfer,Instagram,Completed,Medium,Good_Sale
ORD101139,5/27/2025,May,2025,CUST17049,Neha_Das,Microwave,Appliances,Ahmedabad,West,Priya_Sharma,5,23900,10,119500,11950,107550,Net_Banking,Google_Ads,Cancelled,Medium,Lost
ORD101140,11/23/2024,Nov,2024,CUST13958,Ananya_Roy,Jeans,Fashion,Jaipur,North,Amit_Roy,2,3100,7,6200,434,5766,Bank_Transfer,Instagram,Completed,Low,Good_Sale
ORD101141,6/24/2026,Jun,2026,CUST14273,Priya_Das,Mixer_Grinder,Home_&_Kitchen,Mumbai,West,Arjun_Mehta,1,5800,20,5800,1160,4640,Bank_Transfer,Store_Visit,Completed,Low,Good_Sale
ORD101142,9/21/2025,Sep,2025,CUST14224,Sneha_Roy,Sofa,Furniture,Pune,West,Rahul_Das,3,36400,12,109200,13104,96096,Bank_Transfer,Facebook,Completed,Medium,Good_Sale
ORD101143,9/19/2025,Sep,2025,CUST17784,Sourav_Sen,Cookware_Set,Home_&_Kitchen,Kolkata,East,Karan_Bose,3,6400,3,19200,576,18624,Bank_Transfer,Store_Visit,Returned,Medium,Lost
ORD101144,10/23/2024,Oct,2024,CUST13612,Neha_Das,Coffee_Maker,Home_&_Kitchen,Chennai,South,Riya_Sen,5,10400,10,52000,5200,46800,Debit_Card,Phone_Call,Completed,Medium,Good_Sale
ORD101145,3/19/2026,Mar,2026,CUST14066,Kunal_Mehta,Sofa,Furniture,Jaipur,North,Ananya_Dutta,5,42600,5,213000,10650,202350,Debit_Card,Store_Visit,Completed,High,Good_Sale
ORD101146,4/15/2024,Apr,2024,CUST15847,Riya_Ghosh,T-Shirt,Fashion,Pune,West,Rahul_Das,3,1300,5,3900,195,3705,Debit_Card,Google_Ads,Completed,Low,Good_Sale
ORD101147,5/23/2026,May,2026,CUST17233,Ananya_Roy,Jeans,Fashion,Mumbai,West,Ananya_Dutta,1,4800,15,4800,720,4080,UPI,Google_Ads,Completed,Low,Good_Sale
ORD101148,3/22/2026,Mar,2026,CUST16250,Riya_Ghosh,Air_Conditioner,Appliances,Pune,West,Priya_Sharma,1,72500,12,72500,8700,63800,UPI,Referral,Completed,Medium,Good_Sale
ORD101149,5/4/2026,May,2026,CUST17168,Ananya_Roy,Refrigerator,Appliances,Bengaluru,South,Vikram_Patel,3,37000,0,111000,0,111000,UPI,Marketplace,Completed,Medium,Good_Sale
ORD101150,7/5/2025,Jul,2025,CUST13976,Arjun_Singh,Mixer_Grinder,Home_&_Kitchen,Hyderabad,South,Rahul_Das,2,2400,10,4800,480,4320,UPI,Marketplace,Returned,Low,Lost
ORD101151,1/17/2025,Jan,2025,CUST11579,Rahul_Sharma,Dining_Table,Furniture,Mumbai,West,Sneha_Gupta,2,28900,10,57800,5780,52020,Debit_Card,Phone_Call,Completed,Medium,Good_Sale
ORD101152,5/12/2025,May,2025,CUST15821,Sourav_Sen,Jeans,Fashion,Pune,West,Vikram_Patel,2,1300,7,2600,182,2418,UPI,Store_Visit,Pending,Low,Good_Sale
ORD101153,4/17/2024,Apr,2024,CUST11669,Priya_Das,Running_Shoes,Fashion,Delhi,North,Arjun_Mehta,3,8100,3,24300,729,23571,Bank_Transfer,Website,Completed,Medium,Good_Sale
ORD101154,10/3/2024,Oct,2024,CUST11776,Amit_Kumar,Cookware_Set,Home_&_Kitchen,Hyderabad,South,Sneha_Gupta,2,8200,10,16400,1640,14760,UPI,Website,Pending,Medium,Good_Sale
ORD101155,6/16/2024,Jun,2024,CUST16904,Amit_Kumar,Sofa,Furniture,Bhubaneswar,East,Karan_Bose,1,67700,20,67700,13540,54160,Credit_Card,Referral,Returned,Medium,Lost
ORD101156,1/31/2025,Jan,2025,CUST10599,Sourav_Sen,Jacket,Fashion,Ahmedabad,West,Neha_Singh,5,6100,0,30500,0,30500,Debit_Card,Facebook,Returned,Medium,Lost
ORD101157,5/24/2025,May,2025,CUST12465,Riya_Ghosh,Tablet,Electronics,Hyderabad,South,Riya_Sen,1,40500,10,40500,4050,36450,UPI,Instagram,Completed,Medium,Good_Sale
ORD101158,6/30/2026,Jun,2026,CUST11591,Neha_Das,Mixer_Grinder,Home_&_Kitchen,Bhubaneswar,East,Sneha_Gupta,1,4300,20,4300,860,3440,Net_Banking,Store_Visit,Completed,Low,Good_Sale
ORD101159,9/26/2024,Sep,2024,CUST12495,Riya_Ghosh,Dining_Table,Furniture,Kolkata,East,Neha_Singh,1,51100,5,51100,2555,48545,Bank_Transfer,Website,Completed,Medium,Good_Sale
ORD101160,2/28/2026,Feb,2026,CUST10191,Priya_Das,Sofa,Furniture,Bhubaneswar,East,Karan_Bose,2,75600,5,151200,7560,143640,Cash,Phone_Call,Returned,Medium,Lost
ORD101161,10/15/2024,Oct,2024,CUST17980,Riya_Ghosh,Jacket,Fashion,Bengaluru,South,Amit_Roy,5,2700,3,13500,405,13095,Cash,Phone_Call,Completed,Medium,Good_Sale
ORD101162,6/27/2025,Jun,2025,CUST14858,Sneha_Roy,T-Shirt,Fashion,Jaipur,North,Ananya_Dutta,1,2900,3,2900,87,2813,Debit_Card,Email,Cancelled,Low,Lost
ORD101163,3/30/2026,Mar,2026,CUST14805,Arjun_Singh,Coffee_Maker,Home_&_Kitchen,Bhubaneswar,East,Vikram_Patel,1,11400,5,11400,570,10830,Debit_Card,Store_Visit,Completed,Medium,Good_Sale
ORD101164,2/16/2024,Feb,2024,CUST15846,Priya_Das,Jeans,Fashion,Pune,West,Arjun_Mehta,1,1600,12,1600,192,1408,Credit_Card,Marketplace,Cancelled,Low,Lost
ORD101165,7/6/2026,Jul,2026,CUST13916,Ananya_Roy,Jeans,Fashion,Pune,West,Amit_Roy,1,2700,2,2700,54,2646,Debit_Card,Phone_Call,Completed,Low,Good_Sale
ORD101166,1/10/2024,Jan,2024,CUST12407,Ananya_Roy,Tablet,Electronics,Ahmedabad,West,Karan_Bose,2,18300,3,36600,1098,35502,UPI,Referral,Cancelled,Medium,Lost
ORD101167,6/13/2025,Jun,2025,CUST16209,Rahul_Sharma,Laptop,Electronics,Mumbai,West,Amit_Roy,1,62500,20,62500,12500,50000,UPI,Google_Ads,Completed,Medium,Good_Sale
ORD101168,4/13/2025,Apr,2025,CUST12574,Ananya_Roy,Dining_Table,Furniture,Delhi,North,Neha_Singh,4,46300,20,185200,37040,148160,Credit_Card,Phone_Call,Pending,Medium,Good_Sale
ORD101169,2/17/2024,Feb,2024,CUST16362,Neha_Das,Bookshelf,Furniture,Bengaluru,South,Ananya_Dutta,2,6100,3,12200,366,11834,Credit_Card,Website,Completed,Medium,Good_Sale
ORD101170,3/18/2024,Mar,2024,CUST13031,Ananya_Roy,Cookware_Set,Home_&_Kitchen,Hyderabad,South,Sneha_Gupta,3,9900,5,29700,1485,28215,Net_Banking,Phone_Call,Completed,Medium,Good_Sale
ORD101171,3/20/2026,Mar,2026,CUST12398,Ananya_Roy,Washing_Machine,Appliances,Ahmedabad,West,Ananya_Dutta,1,46500,5,46500,2325,44175,Credit_Card,Phone_Call,Completed,Medium,Good_Sale
ORD101172,5/14/2026,May,2026,CUST12791,Kunal_Mehta,Washing_Machine,Appliances,Mumbai,West,Sneha_Gupta,1,49600,3,49600,1488,48112,UPI,Phone_Call,Returned,Medium,Lost
ORD101173,7/8/2025,Jul,2025,CUST12874,Neha_Das,Dining_Table,Furniture,Chennai,South,Neha_Singh,2,27400,2,54800,1096,53704,Credit_Card,Facebook,Pending,Medium,Good_Sale
ORD101174,3/3/2025,Mar,2025,CUST16303,Priya_Das,Headphones,Electronics,Kolkata,East,Priya_Sharma,1,9800,0,9800,0,9800,Debit_Card,Marketplace,Completed,Low,Good_Sale
ORD101175,8/24/2026,Aug,2026,CUST14647,Sneha_Roy,Laptop,Electronics,Kolkata,East,Riya_Sen,2,78700,10,157400,15740,141660,UPI,Phone_Call,Completed,Medium,Good_Sale
ORD101176,10/11/2025,Oct,2025,CUST13851,Riya_Ghosh,Sofa,Furniture,Bhubaneswar,East,Riya_Sen,2,34200,0,68400,0,68400,Debit_Card,Website,Completed,Medium,Good_Sale
ORD101177,2/27/2025,Feb,2025,CUST10732,Priya_Das,Sofa,Furniture,Jaipur,North,Ananya_Dutta,2,77900,10,155800,15580,140220,Cash,Website,Completed,Medium,Good_Sale
ORD101178,12/11/2025,Dec,2025,CUST15568,Kunal_Mehta,Headphones,Electronics,Jaipur,North,Ananya_Dutta,2,6200,0,12400,0,12400,Cash,Google_Ads,Completed,Medium,Good_Sale
ORD101179,7/9/2025,Jul,2025,CUST14826,Sneha_Roy,Desk,Furniture,Bengaluru,South,Rahul_Das,4,7500,2,30000,600,29400,Net_Banking,Website,Completed,Medium,Good_Sale
ORD101180,7/31/2026,Jul,2026,CUST12993,Rahul_Sharma,Laptop,Electronics,Chennai,South,Vikram_Patel,4,76600,0,306400,0,306400,Debit_Card,Store_Visit,Completed,High,Good_Sale
ORD101181,2/21/2025,Feb,2025,CUST10230,Arjun_Singh,Washing_Machine,Appliances,Pune,West,Neha_Singh,1,47800,5,47800,2390,45410,Cash,Facebook,Completed,Medium,Good_Sale
ORD101182,8/13/2026,Aug,2026,CUST16857,Sourav_Sen,Cookware_Set,Home_&_Kitchen,Mumbai,West,Priya_Sharma,3,2800,3,8400,252,8148,Debit_Card,Store_Visit,Cancelled,Low,Lost
ORD101183,1/15/2024,Jan,2024,CUST16843,Ananya_Roy,Refrigerator,Appliances,Ahmedabad,West,Ananya_Dutta,5,35500,3,177500,5325,172175,Cash,Instagram,Completed,Medium,Good_Sale
ORD101184,8/24/2024,Aug,2024,CUST15528,Arjun_Singh,Running_Shoes,Fashion,Pune,West,Riya_Sen,4,11600,3,46400,1392,45008,Bank_Transfer,Google_Ads,Cancelled,Medium,Lost
ORD101185,6/14/2024,Jun,2024,CUST11431,Amit_Kumar,Running_Shoes,Fashion,Hyderabad,South,Neha_Singh,1,5000,20,5000,1000,4000,Cash,Email,Completed,Low,Good_Sale
ORD101186,4/29/2025,Apr,2025,CUST16041,Riya_Ghosh,Sofa,Furniture,Hyderabad,South,Karan_Bose,4,67400,5,269600,13480,256120,Cash,Phone_Call,Completed,High,Good_Sale
ORD101187,2/25/2024,Feb,2024,CUST10129,Priya_Das,Tablet,Electronics,Bengaluru,South,Rahul_Das,4,32600,15,130400,19560,110840,Credit_Card,Facebook,Cancelled,Medium,Lost
ORD101188,5/28/2026,May,2026,CUST14066,Amit_Kumar,Jacket,Fashion,Jaipur,North,Neha_Singh,1,4700,3,4700,141,4559,Cash,Google_Ads,Pending,Low,Good_Sale
ORD101189,10/29/2024,Oct,2024,CUST12309,Arjun_Singh,Jacket,Fashion,Bhubaneswar,East,Neha_Singh,4,5400,7,21600,1512,20088,Cash,Instagram,Returned,Medium,Lost
ORD101190,12/19/2024,Dec,2024,CUST17354,Neha_Das,Laptop,Electronics,Bhubaneswar,East,Riya_Sen,3,53400,0,160200,0,160200,Bank_Transfer,Marketplace,Completed,Medium,Good_Sale
ORD101191,5/3/2025,May,2025,CUST17186,Sourav_Sen,Running_Shoes,Fashion,Ahmedabad,West,Sneha_Gupta,4,4300,3,17200,516,16684,Debit_Card,Store_Visit,Completed,Medium,Good_Sale
ORD101192,5/16/2026,May,2026,CUST15435,Sourav_Sen,Desk,Furniture,Bengaluru,South,Arjun_Mehta,3,22300,0,66900,0,66900,Debit_Card,Google_Ads,Returned,Medium,Lost
ORD101193,7/24/2026,Jul,2026,CUST10574,Neha_Das,Headphones,Electronics,Ahmedabad,West,Sneha_Gupta,4,13100,0,52400,0,52400,Debit_Card,Website,Pending,Medium,Good_Sale
ORD101194,5/23/2025,May,2025,CUST17478,Neha_Das,Microwave,Appliances,Mumbai,West,Arjun_Mehta,5,8600,2,43000,860,42140,Debit_Card,Marketplace,Completed,Medium,Good_Sale
ORD101195,10/31/2024,Oct,2024,CUST12003,Sourav_Sen,Jeans,Fashion,Jaipur,North,Neha_Singh,4,3700,2,14800,296,14504,UPI,Referral,Completed,Medium,Good_Sale
ORD101196,7/5/2025,Jul,2025,CUST14855,Sneha_Roy,Washing_Machine,Appliances,Mumbai,West,Vikram_Patel,2,52200,3,104400,3132,101268,Net_Banking,Store_Visit,Returned,Medium,Lost
ORD101197,2/22/2026,Feb,2026,CUST12627,Arjun_Singh,Microwave,Appliances,Hyderabad,South,Arjun_Mehta,2,19900,12,39800,4776,35024,Debit_Card,Phone_Call,Completed,Medium,Good_Sale
ORD101198,3/2/2025,Mar,2025,CUST15584,Riya_Ghosh,Bookshelf,Furniture,Kolkata,East,Rahul_Das,3,7500,2,22500,450,22050,Credit_Card,Website,Pending,Medium,Good_Sale
ORD101199,10/4/2025,Oct,2025,CUST17755,Kunal_Mehta,Coffee_Maker,Home_&_Kitchen,Kolkata,East,Vikram_Patel,4,14900,10,59600,5960,53640,Debit_Card,Phone_Call,Pending,Medium,Good_Sale
ORD101200,3/4/2026,Mar,2026,CUST13434,Ananya_Roy,Washing_Machine,Appliances,Bengaluru,South,Neha_Singh,2,53200,5,106400,5320,101080,Bank_Transfer,Store_Visit,Completed,Medium,Good_Sale
ORD101201,12/30/2024,Dec,2024,CUST10352,Riya_Ghosh,Mixer_Grinder,Home_&_Kitchen,Chennai,South,Vikram_Patel,1,2900,5,2900,145,2755,Cash,Marketplace,Cancelled,Low,Lost
ORD101202,8/26/2026,Aug,2026,CUST16197,Ananya_Roy,T-Shirt,Fashion,Kolkata,East,Arjun_Mehta,3,2600,20,7800,1560,6240,Net_Banking,Marketplace,Completed,Low,Good_Sale
ORD101203,6/29/2024,Jun,2024,CUST10182,Neha_Das,Bookshelf,Furniture,Jaipur,North,Riya_Sen,5,13000,7,65000,4550,60450,Net_Banking,Email,Completed,Medium,Good_Sale
ORD101204,6/14/2024,Jun,2024,CUST11583,Riya_Ghosh,Air_Conditioner,Appliances,Delhi,North,Amit_Roy,5,68100,3,340500,10215,330285,Cash,Website,Cancelled,High,Lost
ORD101205,6/20/2026,Jun,2026,CUST16516,Sneha_Roy,Refrigerator,Appliances,Bhubaneswar,East,Rahul_Das,1,38000,3,38000,1140,36860,UPI,Google_Ads,Pending,Medium,Good_Sale
ORD101206,4/24/2025,Apr,2025,CUST12083,Kunal_Mehta,Cookware_Set,Home_&_Kitchen,Mumbai,West,Arjun_Mehta,5,10000,2,50000,1000,49000,UPI,Phone_Call,Cancelled,Medium,Lost
ORD101207,6/1/2026,Jun,2026,CUST17635,Kunal_Mehta,Jeans,Fashion,Bengaluru,South,Priya_Sharma,4,4500,15,18000,2700,15300,Net_Banking,Instagram,Pending,Medium,Good_Sale
ORD101208,4/30/2025,Apr,2025,CUST12544,Sneha_Roy,Microwave,Appliances,Delhi,North,Amit_Roy,1,23200,10,23200,2320,20880,Net_Banking,Google_Ads,Returned,Medium,Lost
ORD101209,7/7/2025,Jul,2025,CUST15027,Kunal_Mehta,Desk,Furniture,Jaipur,North,Ananya_Dutta,1,17500,3,17500,525,16975,Debit_Card,Google_Ads,Pending,Medium,Good_Sale
ORD101210,9/22/2024,Sep,2024,CUST12531,Neha_Das,Bookshelf,Furniture,Ahmedabad,West,Riya_Sen,1,8000,7,8000,560,7440,UPI,Website,Completed,Low,Good_Sale
ORD101211,5/29/2025,May,2025,CUST14328,Amit_Kumar,Washing_Machine,Appliances,Kolkata,East,Karan_Bose,5,27600,7,138000,9660,128340,UPI,Referral,Completed,Medium,Good_Sale
ORD101212,2/1/2026,Feb,2026,CUST16340,Sourav_Sen,Air_Conditioner,Appliances,Delhi,North,Arjun_Mehta,4,87500,0,350000,0,350000,Net_Banking,Instagram,Completed,High,Good_Sale
ORD101213,12/9/2024,Dec,2024,CUST12145,Neha_Das,T-Shirt,Fashion,Pune,West,Sneha_Gupta,2,1600,20,3200,640,2560,Cash,Marketplace,Cancelled,Low,Lost
ORD101214,11/8/2024,Nov,2024,CUST14553,Ananya_Roy,Mixer_Grinder,Home_&_Kitchen,Jaipur,North,Priya_Sharma,3,3000,15,9000,1350,7650,Bank_Transfer,Google_Ads,Cancelled,Low,Lost
ORD101215,5/14/2025,May,2025,CUST14406,Arjun_Singh,Smartphone,Electronics,Delhi,North,Arjun_Mehta,2,20700,7,41400,2898,38502,Net_Banking,Email,Completed,Medium,Good_Sale
ORD101216,10/13/2025,Oct,2025,CUST13982,Amit_Kumar,Tablet,Electronics,Mumbai,West,Rahul_Das,5,47300,12,236500,28380,208120,Bank_Transfer,Store_Visit,Completed,High,Good_Sale
ORD101217,3/23/2026,Mar,2026,CUST16631,Ananya_Roy,Jeans,Fashion,Chennai,South,Arjun_Mehta,1,1700,0,1700,0,1700,UPI,Referral,Completed,Low,Good_Sale
ORD101218,11/6/2024,Nov,2024,CUST14187,Priya_Das,Microwave,Appliances,Unknown_,North,Karan_Bose,1,7800,20,7800,1560,6240,Cash,Email,Completed,Low,Good_Sale
ORD101219,9/6/2025,Sep,2025,CUST16290,Kunal_Mehta,Coffee_Maker,Home_&_Kitchen,Bengaluru,South,Karan_Bose,1,14900,10,14900,1490,13410,UPI,Phone_Call,Cancelled,Medium,Lost
ORD101220,12/1/2025,Dec,2025,CUST17232,Kunal_Mehta,Running_Shoes,Fashion,Kolkata,East,Rahul_Das,4,6600,20,26400,5280,21120,Debit_Card,Email,Completed,Medium,Good_Sale
ORD101221,10/1/2025,Oct,2025,CUST10845,Arjun_Singh,Washing_Machine,Appliances,Hyderabad,South,Vikram_Patel,2,40100,15,80200,12030,68170,Bank_Transfer,Marketplace,Completed,Medium,Good_Sale
ORD101222,10/19/2025,Oct,2025,CUST14061,Priya_Das,Jacket,Fashion,Ahmedabad,West,Rahul_Das,3,3500,10,10500,1050,9450,Debit_Card,Facebook,Completed,Low,Good_Sale
ORD101223,1/6/2024,Jan,2024,CUST16265,Rahul_Sharma,Bookshelf,Furniture,Hyderabad,South,Vikram_Patel,5,12000,3,60000,1800,58200,UPI,Email,Completed,Medium,Good_Sale
ORD101224,2/28/2025,Feb,2025,CUST11062,Neha_Das,Refrigerator,Appliances,Mumbai,West,Vikram_Patel,1,32900,12,32900,3948,28952,Debit_Card,Instagram,Completed,Medium,Good_Sale
ORD101225,10/19/2024,Oct,2024,CUST13029,Amit_Kumar,Running_Shoes,Fashion,Hyderabad,South,Rahul_Das,5,8500,7,42500,2975,39525,Cash,Referral,Completed,Medium,Good_Sale
ORD101226,10/8/2024,Oct,2024,CUST15777,Rahul_Sharma,Bookshelf,Furniture,Chennai,South,Karan_Bose,1,14300,5,14300,715,13585,Bank_Transfer,Phone_Call,Completed,Medium,Good_Sale
ORD101227,8/5/2025,Aug,2025,CUST11067,Kunal_Mehta,Tablet,Electronics,Delhi,North,Ananya_Dutta,4,15600,12,62400,7488,54912,UPI,Referral,Pending,Medium,Good_Sale
ORD101228,1/18/2026,Jan,2026,CUST12764,Sneha_Roy,Bookshelf,Furniture,Delhi,North,Riya_Sen,3,16400,15,49200,7380,41820,Net_Banking,Website,Pending,Medium,Good_Sale
ORD101229,3/25/2026,Mar,2026,CUST13361,Ananya_Roy,Headphones,Electronics,Delhi,North,Ananya_Dutta,4,15400,2,61600,1232,60368,Cash,Email,Returned,Medium,Lost
ORD101230,5/1/2026,May,2026,CUST14806,Unknown_customer,Desk,Furniture,Bhubaneswar,East,Neha_Singh,1,8900,7,8900,623,8277,Credit_Card,Store_Visit,Returned,Low,Lost
ORD101231,1/2/2024,Jan,2024,CUST15704,Priya_Das,Coffee_Maker,Home_&_Kitchen,Ahmedabad,West,Amit_Roy,5,5400,15,27000,4050,22950,Credit_Card,Instagram,Completed,Medium,Good_Sale
ORD101232,11/7/2024,Nov,2024,CUST16610,Amit_Kumar,Microwave,Appliances,Delhi,North,Neha_Singh,4,21100,3,84400,2532,81868,Cash,Marketplace,Cancelled,Medium,Lost
ORD101233,12/9/2025,Dec,2025,CUST15418,Rahul_Sharma,Bookshelf,Furniture,Bengaluru,South,Vikram_Patel,1,17900,5,17900,895,17005,Credit_Card,Email,Pending,Medium,Good_Sale
ORD101234,4/16/2024,Apr,2024,CUST10381,Ananya_Roy,Microwave,Appliances,Hyderabad,South,Ananya_Dutta,2,16200,0,32400,0,32400,UPI,Instagram,Completed,Medium,Good_Sale
ORD101235,8/23/2024,Aug,2024,CUST16777,Sneha_Roy,Washing_Machine,Appliances,Delhi,North,Neha_Singh,4,40200,3,160800,4824,155976,Net_Banking,Phone_Call,Completed,Medium,Good_Sale
ORD101236,11/24/2024,Nov,2024,CUST13432,Kunal_Mehta,Sofa,Furniture,Jaipur,North,Rahul_Das,2,49200,10,98400,9840,88560,Debit_Card,Facebook,Pending,Medium,Good_Sale
ORD101237,3/2/2025,Mar,2025,CUST12116,Kunal_Mehta,Laptop,Electronics,Bhubaneswar,East,Amit_Roy,2,91800,20,183600,36720,146880,UPI,Marketplace,Returned,Medium,Lost
ORD101238,6/29/2025,Jun,2025,CUST17666,Ananya_Roy,Tablet,Electronics,Mumbai,West,Unknown_person,1,53600,7,53600,3752,49848,Net_Banking,Google_Ads,Completed,Medium,Good_Sale
ORD101239,4/18/2026,Apr,2026,CUST11329,Rahul_Sharma,Desk,Furniture,Kolkata,East,Arjun_Mehta,2,18000,3,36000,1080,34920,Credit_Card,Phone_Call,Cancelled,Medium,Lost
ORD101240,8/21/2026,Aug,2026,CUST10811,Kunal_Mehta,Laptop,Electronics,Mumbai,West,Priya_Sharma,5,93000,15,465000,69750,395250,UPI,Phone_Call,Completed,High,Good_Sale
ORD101241,2/8/2025,Feb,2025,CUST14923,Priya_Das,Jeans,Fashion,Chennai,South,Ananya_Dutta,2,2000,2,4000,80,3920,Cash,Phone_Call,Completed,Low,Good_Sale
ORD101242,4/24/2026,Apr,2026,CUST14558,Riya_Ghosh,Air_Conditioner,Appliances,Jaipur,North,Karan_Bose,3,51900,2,155700,3114,152586,Credit_Card,Marketplace,Completed,Medium,Good_Sale
ORD101243,5/18/2024,May,2024,CUST16470,Arjun_Singh,Bookshelf,Furniture,Bengaluru,South,Arjun_Mehta,4,8200,7,32800,2296,30504,Debit_Card,Store_Visit,Returned,Medium,Lost
ORD101244,4/29/2026,Apr,2026,CUST15315,Neha_Das,T-Shirt,Fashion,Mumbai,West,Neha_Singh,4,1200,15,4800,720,4080,Bank_Transfer,Marketplace,Returned,Low,Lost
